timestamp latitude longitude altitude sunAzimuth sunElevation moonAzimuth moonElevation horizon azimuth
100825 -32.21 -154.899 31989 287.786 -6.624 218.941 -39.767 -5.726 199.1
100879 -32.206 -154.888 31896 287.668 -6.813 218.702 -39.893 -5.718 202.9
100938 -32.201 -154.871 31725 287.537 -7.023 218.434 -40.033 -5.703 202
100998 -32.196 -154.854 31521 287.404 -7.237 218.161 -40.175 -5.685 201.1
101054 -32.193 -154.842 31414 287.281 -7.435 217.908 -40.303 -5.675 205.5
101114 -32.189 -154.826 31322 287.149 -7.649 217.633 -40.442 -5.667 214.5
101199 -32.182 -154.807 31225 286.964 -7.949 217.245 -40.637 -5.658 215.2
101258 -32.178 -154.793 31105 286.836 -8.158 216.974 -40.770 -5.647 226.6
101315 -32.175 -154.783 30999 286.713 -8.358 216.714 -40.897 -5.638 238
101376 -32.172 -154.77 30914 286.581 -8.574 216.432 -41.032 -5.630 240.8
101435 -32.169 -154.758 30830 286.454 -8.782 216.158 -41.162 -5.622 245.7
101491 -32.166 -154.749 30753 286.334 -8.978 215.900 -41.283 -5.615 241.1
101550 -32.162 -154.736 30616 286.207 -9.187 215.624 -41.412 -5.603 238.9
101610 -32.157 -154.723 30469 286.078 -9.400 215.342 -41.544 -5.589 238.9
101663 -32.154 -154.714 30385 285.966 -9.586 215.095 -41.657 -5.582 239.2
101723 -32.151 -154.702 30297 285.837 -9.799 214.811 -41.785 -5.574 236.1
101784 -32.147 -154.69 30199 285.707 -10.015 214.522 -41.915 -5.565 233.4
101870 -32.143 -154.677 30039 285.526 -10.317 214.116 -42.093 -5.550 221.7
101924 -32.14 -154.669 29935 285.412 -10.506 213.860 -42.204 -5.540 210.5
101985 -32.137 -154.658 29801 285.283 -10.722 213.567 -42.330 -5.528 215
102036 -32.135 -154.651 29713 285.176 -10.901 213.324 -42.433 -5.520 213.8
102097 -32.131 -154.638 29580 285.046 -11.118 213.027 -42.559 -5.507 213.8
102157 -32.127 -154.626 29494 284.919 -11.332 212.735 -42.681 -5.499 213.4
102213 -32.123 -154.62 29453 284.803 -11.527 212.467 -42.792 -5.496 213.4
102298 -32.116 -154.609 29381 284.627 -11.824 212.057 -42.962 -5.489 168.4
102358 -32.11 -154.602 29272 284.503 -12.033 211.768 -43.080 -5.479 133.8
102419 -32.107 -154.595 29100 284.377 -12.247 211.471 -43.198 -5.463 133.8
102473 -32.106 -154.59 29010 284.266 -12.435 211.208 -43.299 -5.454 114.4
102529 -32.104 -154.581 28883 284.149 -12.634 210.929 -43.406 -5.442 114.4
102605 -32.102 -154.572 28776 283.991 -12.901 210.554 -43.547 -5.432 89.5
102658 -32.101 -154.563 28655 283.880 -13.090 210.287 -43.646 -5.421 85.7
102710 -32.1 -154.557 28559 283.773 -13.273 210.028 -43.741 -5.412 85.7
102787 -32.099 -154.546 28436 283.613 -13.546 209.640 -43.880 -5.400 88
102837 -32.099 -154.542 28376 283.510 -13.721 209.391 -43.968 -5.395 87.4
102889 -32.098 -154.537 28316 283.404 -13.903 209.130 -44.060 -5.389 85.5
102965 -32.097 -154.529 28163 283.248 -14.171 208.746 -44.193 -5.374 97.3
103017 -32.097 -154.525 28062 283.141 -14.353 208.484 -44.282 -5.365 97.3
103094 -32.096 -154.52 27966 282.985 -14.622 208.095 -44.413 -5.356 83.3
103147 -32.095 -154.517 27939 282.877 -14.806 207.828 -44.503 -5.353 83.3
103198 -32.094 -154.515 27886 282.774 -14.983 207.570 -44.587 -5.348 89.3
103275 -32.091 -154.51 27702 282.619 -15.252 207.179 -44.717 -5.330 89.1
103324 -32.09 -154.509 27633 282.520 -15.422 206.931 -44.796 -5.324 89.9
103397 -32.088 -154.508 27588 282.375 -15.674 206.561 -44.914 -5.320 90.1
103462 -32.086 -154.507 27513 282.245 -15.898 206.230 -45.018 -5.312 89.6
103506 -32.084 -154.506 27428 282.157 -16.051 206.005 -45.088 -5.304 90.1
103571 -32.08 -154.506 27359 282.028 -16.274 205.674 -45.192 -5.297 90
103637 -32.074 -154.505 27320 281.898 -16.502 205.336 -45.297 -5.294 86.7
103702 -32.068 -154.504 27199 281.770 -16.726 205.002 -45.401 -5.282 90.3
103767 -32.062 -154.501 26999 281.640 -16.952 204.664 -45.504 -5.263 91.1
103809 -32.059 -154.499 26905 281.557 -17.099 204.445 -45.569 -5.253 90.8
103875 -32.053 -154.496 26825 281.426 -17.329 204.100 -45.671 -5.246 89.2
103939 -32.049 -154.493 26779 281.298 -17.552 203.763 -45.768 -5.241 89.8
104005 -32.045 -154.49 26707 281.167 -17.782 203.414 -45.866 -5.234 89.9
104070 -32.041 -154.487 26574 281.037 -18.009 203.069 -45.961 -5.221 89.9
104114 -32.039 -154.487 26436 280.950 -18.162 202.838 -46.024 -5.208 89.9
104180 -32.035 -154.486 26383 280.820 -18.391 202.488 -46.118 -5.202 88
104245 -32.03 -154.485 26334 280.692 -18.616 202.143 -46.211 -5.198 91
104309 -32.025 -154.483 26235 280.566 -18.839 201.801 -46.301 -5.188 90.2
104352 -32.022 -154.481 26177 280.480 -18.990 201.569 -46.361 -5.182 95.3
104418 -32.019 -154.479 26093 280.349 -19.220 201.213 -46.450 -5.174 83.4
104485 -32.016 -154.478 25992 280.217 -19.454 200.852 -46.539 -5.164 89.2
104551 -32.014 -154.478 25965 280.087 -19.683 200.496 -46.624 -5.161 89.7
104618 -32.012 -154.479 25972 279.955 -19.915 200.135 -46.708 -5.162 89.7
104685 -32.009 -154.479 25897 279.823 -20.148 199.771 -46.793 -5.154 90.6
104728 -32.008 -154.479 25828 279.738 -20.297 199.537 -46.845 -5.148 90.6
104792 -32.005 -154.477 25707 279.611 -20.522 199.185 -46.925 -5.136 89.9
104858 -32.001 -154.475 25594 279.481 -20.753 198.822 -47.006 -5.124 89.9
104931 -31.998 -154.472 25547 279.335 -21.009 198.417 -47.093 -5.120 89.9
104954 -31.997 -154.471 25553 279.290 -21.090 198.289 -47.121 -5.120 89.9
105029 -31.993 -154.468 25560 279.141 -21.354 197.871 -47.209 -5.121 89.8
105105 -31.99 -154.465 25478 278.990 -21.621 197.446 -47.295 -5.113 89.8
105154 -31.988 -154.462 25412 278.892 -21.794 197.170 -47.351 -5.106 89.9
105231 -31.982 -154.457 25324 278.739 -22.067 196.735 -47.439 -5.097 89.8
105283 -31.98 -154.455 25288 278.635 -22.250 196.442 -47.495 -5.094 89.8
105360 -31.976 -154.449 25182 278.481 -22.523 196.002 -47.578 -5.083 89.8
105411 -31.974 -154.447 25147 278.380 -22.703 195.713 -47.631 -5.080 89.8
105481 -31.971 -154.443 25138 278.240 -22.951 195.313 -47.703 -5.079 89.8
105531 -31.969 -154.439 25096 278.139 -23.129 195.025 -47.753 -5.074 89.8
105598 -31.966 -154.436 25013 278.006 -23.366 194.642 -47.819 -5.066 89.8
105649 -31.964 -154.434 24952 277.904 -23.546 194.350 -47.868 -5.060 89.8
105705 -31.96 -154.431 24867 277.793 -23.744 194.028 -47.923 -5.051 89.8
105788 -31.957 -154.428 24778 277.627 -24.037 193.550 -47.999 -5.042 89.9
105845 -31.954 -154.425 24792 277.513 -24.239 193.220 -48.051 -5.044 89.9
105874 -31.952 -154.424 24807 277.456 -24.341 193.053 -48.077 -5.045 89.9
105959 -31.948 -154.421 24757 277.287 -24.641 192.561 -48.151 -5.040 89.7
106018 -31.945 -154.418 24673 277.169 -24.850 192.218 -48.201 -5.032 89.8
106071 -31.943 -154.416 24643 277.063 -25.038 191.910 -48.245 -5.029 89.8
106156 -31.94 -154.413 24665 276.893 -25.338 191.414 -48.312 -5.031 89.8
106214 -31.937 -154.411 24619 276.777 -25.543 191.076 -48.358 -5.026 89.8
106266 -31.936 -154.41 24553 276.673 -25.727 190.772 -48.396 -5.019 89.7
106323 -31.934 -154.407 24459 276.558 -25.929 190.437 -48.437 -5.010 88.6
106375 -31.933 -154.405 24407 276.454 -26.114 190.131 -48.474 -5.004 89.9
106460 -31.931 -154.399 24353 276.281 -26.417 189.627 -48.532 -4.999 89.8
106518 -31.93 -154.395 24312 276.163 -26.625 189.282 -48.570 -4.995 89.9
106573 -31.93 -154.391 24249 276.051 -26.821 188.953 -48.603 -4.988 89.6
106631 -31.929 -154.387 24140 275.932 -27.029 188.607 -48.639 -4.977 89.9
106690 -31.929 -154.384 24060 275.812 -27.239 188.256 -48.673 -4.969 87.8
106743 -31.928 -154.382 24024 275.705 -27.427 187.942 -48.703 -4.965 89
106827 -31.926 -154.38 23964 275.535 -27.724 187.444 -48.749 -4.959 89.7
106886 -31.924 -154.38 23905 275.417 -27.932 187.096 -48.780 -4.953 89.9
106938 -31.923 -154.38 23877 275.312 -28.115 186.789 -48.806 -4.950 89.6
106992 -31.92 -154.381 23857 275.205 -28.304 186.471 -48.834 -4.948 89.9
107063 -31.918 -154.381 23803 275.062 -28.554 186.051 -48.867 -4.942 91.3
107133 -31.915 -154.38 23730 274.921 -28.801 185.634 -48.899 -4.935 89.1
107179 -31.913 -154.379 23683 274.828 -28.964 185.360 -48.919 -4.930 89.1
107248 -31.91 -154.378 23627 274.688 -29.208 184.948 -48.948 -4.924 90
107297 -31.907 -154.375 23581 274.589 -29.383 184.653 -48.969 -4.919 90
107368 -31.905 -154.372 23570 274.443 -29.636 184.226 -48.994 -4.918 89.9
107441 -31.903 -154.369 23540 274.294 -29.896 183.786 -49.019 -4.915 89.8
107489 -31.902 -154.367 23488 274.195 -30.067 183.497 -49.034 -4.910 87
107557 -31.901 -154.364 23430 274.055 -30.309 183.086 -49.053 -4.904 84.3
107606 -31.9 -154.36 23401 273.953 -30.486 182.788 -49.066 -4.901 84.3
107672 -31.9 -154.356 23364 273.815 -30.722 182.387 -49.081 -4.897 93.4
107736 -31.9 -154.354 23295 273.682 -30.950 182.001 -49.094 -4.889 87.9
107803 -31.901 -154.353 23241 273.543 -31.187 181.598 -49.105 -4.884 89.5
107869 -31.902 -154.353 23207 273.405 -31.420 181.203 -49.114 -4.880 89.3
107912 -31.903 -154.353 23175 273.316 -31.572 180.945 -49.119 -4.877 88
107980 -31.904 -154.353 23116 273.174 -31.813 180.538 -49.126 -4.871 90
108049 -31.905 -154.353 23063 273.030 -32.057 180.124 -49.131 -4.865 89.2
108096 -31.906 -154.352 23020 272.931 -32.224 179.841 -49.133 -4.861 98.1
108162 -31.907 -154.35 22956 272.791 -32.459 179.442 -49.135 -4.854 92.4
108230 -31.908 -154.347 22898 272.647 -32.701 179.030 -49.136 -4.848 93.8
108298 -31.909 -154.344 22876 272.502 -32.944 178.618 -49.135 -4.845 90.6
108344 -31.91 -154.342 22871 272.404 -33.109 178.339 -49.133 -4.845 89.5
108412 -31.911 -154.339 22845 272.259 -33.352 177.927 -49.130 -4.842 89.3
108479 -31.912 -154.336 22800 272.115 -33.591 177.521 -49.124 -4.837 87.9
108525 -31.913 -154.334 22752 272.016 -33.756 177.242 -49.119 -4.832 91
108592 -31.915 -154.331 22686 271.871 -33.995 176.836 -49.110 -4.825 89.1
108661 -31.919 -154.329 22652 271.721 -34.241 176.420 -49.098 -4.822 89
108705 -31.921 -154.327 22645 271.625 -34.398 176.154 -49.089 -4.821 90
108773 -31.925 -154.325 22605 271.476 -34.641 175.744 -49.074 -4.817 90
108840 -31.929 -154.323 22548 271.329 -34.879 175.340 -49.057 -4.811 89.7
108907 -31.933 -154.322 22498 271.181 -35.117 174.939 -49.038 -4.805 89.8
108953 -31.936 -154.322 22484 271.080 -35.280 174.664 -49.025 -4.804 89.8
109021 -31.941 -154.321 22503 270.930 -35.521 174.257 -49.002 -4.806 87.6
109089 -31.945 -154.32 22465 270.779 -35.763 173.850 -48.979 -4.802 89.1
109132 -31.948 -154.32 22404 270.684 -35.915 173.594 -48.963 -4.795 89.9
109200 -31.953 -154.32 22324 270.532 -36.155 173.190 -48.937 -4.787 89.5
109268 -31.958 -154.321 22306 270.381 -36.395 172.787 -48.909 -4.785 89.7
109336 -31.963 -154.322 22281 270.229 -36.635 172.385 -48.879 -4.782 89.8
109382 -31.967 -154.323 22239 270.125 -36.796 172.114 -48.858 -4.778 89.7
109450 -31.972 -154.324 22170 269.972 -37.036 171.713 -48.826 -4.770 88.8
109518 -31.977 -154.326 22185 269.820 -37.275 171.314 -48.792 -4.772 90.5
109585 -31.982 -154.329 22181 269.669 -37.509 170.923 -48.757 -4.771 89.9
109631 -31.986 -154.33 22134 269.564 -37.671 170.653 -48.732 -4.766 89.5
109699 -31.991 -154.332 22097 269.410 -37.909 170.256 -48.694 -4.762 88.2
109766 -31.995 -154.335 22146 269.258 -38.144 169.866 -48.656 -4.768 89.7
109810 -31.999 -154.336 22154 269.157 -38.298 169.609 -48.629 -4.769 89.4
109877 -32.003 -154.338 22093 269.004 -38.533 169.219 -48.589 -4.762 88
109946 -32.007 -154.34 22055 268.846 -38.775 168.818 -48.546 -4.758 86.7
109992 -32.01 -154.342 22085 268.741 -38.936 168.552 -48.516 -4.761 90.6
110059 -32.015 -154.344 22100 268.586 -39.171 168.163 -48.471 -4.763 88
110127 -32.019 -154.347 22069 268.429 -39.409 167.771 -48.424 -4.759 91.9
110173 -32.021 -154.349 22055 268.323 -39.569 167.507 -48.393 -4.758 91.6
110241 -32.024 -154.351 22033 268.166 -39.808 167.114 -48.344 -4.756 91.3
110309 -32.028 -154.354 22004 268.007 -40.045 166.724 -48.294 -4.752 89.7
110377 -32.031 -154.357 21983 267.849 -40.283 166.335 -48.243 -4.750 89.9
110422 -32.033 -154.359 21997 267.744 -40.440 166.078 -48.208 -4.752 89.9
110492 -32.036 -154.362 22016 267.580 -40.684 165.678 -48.153 -4.754 89.8
110563 -32.039 -154.365 21965 267.413 -40.932 165.274 -48.096 -4.748 89.7
110608 -32.04 -154.367 21927 267.307 -41.089 165.018 -48.060 -4.744 89.7
110679 -32.043 -154.37 21907 267.139 -41.337 164.615 -48.000 -4.742 89.8
110747 -32.045 -154.373 21903 266.978 -41.575 164.230 -47.942 -4.742 89.6
110793 -32.047 -154.375 21901 266.868 -41.735 163.971 -47.901 -4.741 89.6
110861 -32.048 -154.378 21898 266.707 -41.972 163.587 -47.841 -4.741 89.6
110930 -32.05 -154.38 21877 266.541 -42.214 163.198 -47.778 -4.739 89.8
110975 -32.051 -154.382 21862 266.433 -42.371 162.945 -47.737 -4.737 89.7
111043 -32.052 -154.384 21858 266.269 -42.609 162.563 -47.673 -4.737 89.7
111111 -32.054 -154.387 21854 266.104 -42.846 162.183 -47.607 -4.736 89.7
111157 -32.055 -154.388 21842 265.992 -43.007 161.925 -47.562 -4.735 189
111227 -32.056 -154.39 21834 265.821 -43.252 161.534 -47.492 -4.734 189
111296 -32.057 -154.393 21829 265.652 -43.492 161.151 -47.422 -4.734 256.6
111342 -32.058 -154.394 21820 265.538 -43.653 160.895 -47.374 -4.733 308.1
111412 -32.059 -154.396 21796 265.365 -43.898 160.507 -47.300 -4.730 2.4
111480 -32.06 -154.397 21759 265.196 -44.137 160.130 -47.227 -4.726 2.4
111527 -32.06 -154.398 21745 265.079 -44.301 159.870 -47.176 -4.724 126.1
111594 -32.061 -154.4 21747 264.911 -44.535 159.502 -47.102 -4.725 126.1
111663 -32.061 -154.401 21715 264.737 -44.777 159.122 -47.025 -4.721 255.3
111706 -32.062 -154.402 21681 264.628 -44.927 158.887 -46.975 -4.718 314.3
111774 -32.062 -154.403 21643 264.456 -45.166 158.514 -46.897 -4.713 314.3
111842 -32.062 -154.405 21628 264.283 -45.403 158.144 -46.817 -4.712 64.1
111909 -32.061 -154.406 21603 264.112 -45.638 157.779 -46.738 -4.709 95.7
111955 -32.061 -154.407 21586 263.994 -45.798 157.530 -46.683 -4.707 95.7
112023 -32.06 -154.407 21589 263.818 -46.037 157.160 -46.600 -4.708 238.3
112092 -32.059 -154.408 21576 263.640 -46.279 156.787 -46.515 -4.706 14.5
112139 -32.058 -154.409 21550 263.518 -46.443 156.534 -46.456 -4.703 14.5
112207 -32.057 -154.409 21520 263.340 -46.682 156.167 -46.370 -4.700 65.6
112277 -32.056 -154.408 21491 263.155 -46.928 155.790 -46.279 -4.697 119.2
112325 -32.055 -154.408 21468 263.029 -47.097 155.533 -46.216 -4.694 159.2
112394 -32.054 -154.406 21436 262.844 -47.341 155.162 -46.124 -4.691 244.1
112442 -32.053 -154.405 21417 262.715 -47.510 154.905 -46.059 -4.689 300.2
112463 -32.053 -154.405 21410 262.658 -47.583 154.793 -46.030 -4.688 300.2
112463 -32.053 -154.405 21093 262.658 -47.583 154.793 -46.030 -4.653 300.2
113745 -32.056 -154.359 21090 258.933 -52.092 148.178 -44.026 -4.653 39.9
113791 -32.056 -154.356 21087 258.789 -52.254 147.948 -43.945 -4.653 49.9
113861 -32.057 -154.353 21057 258.568 -52.498 147.602 -43.822 -4.649 43.9
113932 -32.057 -154.351 21029 258.344 -52.746 147.254 -43.696 -4.646 45.4
113982 -32.059 -154.347 20993 258.180 -52.922 147.007 -43.604 -4.642 44.4
114053 -32.06 -154.344 20982 257.951 -53.169 146.661 -43.475 -4.641 45
114103 -32.061 -154.341 20990 257.788 -53.344 146.417 -43.383 -4.642 42
114174 -32.062 -154.338 20988 257.555 -53.592 146.073 -43.252 -4.642 43.7
114224 -32.064 -154.334 20932 257.387 -53.767 145.830 -43.157 -4.636 36.6
114326 -32.067 -154.329 20880 257.044 -54.122 145.341 -42.964 -4.630 32
114377 -32.07 -154.324 20904 256.867 -54.301 145.095 -42.864 -4.632 20.6
114423 -32.071 -154.321 20906 256.710 -54.461 144.875 -42.776 -4.633 21.1
114498 -32.073 -154.318 20886 256.453 -54.721 144.521 -42.631 -4.630 14.8
114544 -32.075 -154.313 20821 256.290 -54.882 144.301 -42.540 -4.623 7.9
114594 -32.078 -154.309 20797 256.112 -55.056 144.065 -42.440 -4.621 7.9
114665 -32.079 -154.306 20782 255.864 -55.302 143.732 -42.300 -4.619 355.2
114791 -32.084 -154.297 20734 255.411 -55.739 143.143 -42.046 -4.614 343.4
114837 -32.086 -154.293 20708 255.242 -55.899 142.929 -41.952 -4.611 337.5
114907 -32.088 -154.289 20698 254.987 -56.141 142.606 -41.810 -4.610 336.4
114984 -32.091 -154.284 20674 254.702 -56.406 142.252 -41.651 -4.607 344
115029 -32.093 -154.282 20633 254.534 -56.561 142.047 -41.558 -4.602 350.6
115081 -32.096 -154.278 20614 254.337 -56.740 141.810 -41.448 -4.600 337.9
115132 -32.098 -154.275 20614 254.143 -56.915 141.578 -41.342 -4.600 337.9
115203 -32.101 -154.271 20605 253.872 -57.159 141.258 -41.192 -4.599 347.1
115253 -32.104 -154.268 20583 253.678 -57.330 141.033 -41.085 -4.597 347.1
115324 -32.107 -154.265 20569 253.402 -57.572 140.717 -40.934 -4.595 355.7
115374 -32.11 -154.262 20565 253.205 -57.743 140.494 -40.826 -4.595 355.7
115444 -32.112 -154.26 20552 252.930 -57.980 140.185 -40.677 -4.593 19.7
115515 -32.116 -154.258 20528 252.646 -58.220 139.874 -40.523 -4.591 44.4
115591 -32.119 -154.255 20501 252.340 -58.477 139.541 -40.358 -4.588 18.7
115642 -32.123 -154.252 20484 252.128 -58.650 139.319 -40.244 -4.586 18.7
115693 -32.126 -154.25 20465 251.917 -58.822 139.098 -40.132 -4.584 8.9
115759 -32.13 -154.247 20447 251.641 -59.044 138.813 -39.985 -4.582 8.3
115835 -32.133 -154.245 20422 251.324 -59.299 138.487 -39.816 -4.579 346.9
115958 -32.138 -154.242 20414 250.802 -59.711 137.963 -39.541 -4.578 354.4
116004 -32.141 -154.24 20408 250.601 -59.865 137.768 -39.437 -4.577 354.4
116074 -32.144 -154.237 20403 250.295 -60.099 137.472 -39.277 -4.577 1.1
116125 -32.147 -154.235 20399 250.069 -60.269 137.258 -39.160 -4.576 1.1
116197 -32.149 -154.234 20380 249.752 -60.508 136.957 -38.997 -4.574 29.8
116268 -32.152 -154.232 20342 249.432 -60.743 136.662 -38.834 -4.570 50.5
116299 -32.154 -154.229 20304 249.288 -60.847 136.532 -38.761 -4.566 50.5
116370 -32.156 -154.227 20283 248.965 -61.082 136.238 -38.597 -4.563 60.3
116422 -32.159 -154.224 20279 248.721 -61.254 136.023 -38.474 -4.563 134.1
116493 -32.161 -154.223 20269 248.392 -61.488 135.733 -38.309 -4.562 144.8
116544 -32.165 -154.22 20250 248.146 -61.656 135.524 -38.187 -4.560 144.8
116615 -32.168 -154.217 20237 247.805 -61.889 135.235 -38.019 -4.558 149.9
116667 -32.171 -154.215 20236 247.552 -62.059 135.025 -37.895 -4.558 149.9
116738 -32.175 -154.212 20225 247.202 -62.291 134.739 -37.725 -4.557 148.9
116809 -32.179 -154.21 20198 246.848 -62.522 134.455 -37.554 -4.554 148.9
116881 -32.183 -154.207 20173 246.484 -62.756 134.168 -37.380 -4.551 151.6
116931 -32.187 -154.205 20163 246.226 -62.918 133.970 -37.257 -4.550 151.6
117002 -32.19 -154.203 20153 245.861 -63.147 133.690 -37.085 -4.549 147.9
117125 -32.198 -154.199 20135 245.211 -63.542 133.208 -36.782 -4.547 159.8
117196 -32.203 -154.197 20130 244.829 -63.768 132.933 -36.607 -4.546 160.5
117277 -32.21 -154.195 20096 244.384 -64.025 132.621 -36.405 -4.542 164.9
117348 -32.214 -154.193 20071 243.992 -64.250 132.348 -36.228 -4.539 160.2
117399 -32.218 -154.192 20047 243.705 -64.410 132.154 -36.100 -4.537 179.8
117465 -32.223 -154.192 20026 243.332 -64.616 131.904 -35.935 -4.534 189.5
117531 -32.228 -154.191 19999 242.952 -64.823 131.655 -35.768 -4.531 189.5
117669 -32.238 -154.191 19958 242.145 -65.250 131.140 -35.420 -4.527 121.1
117740 -32.243 -154.191 19930 241.722 -65.468 130.876 -35.240 -4.524 108.7
117812 -32.246 -154.191 19885 241.290 -65.690 130.609 -35.057 -4.519 2.3
117843 -32.251 -154.191 19847 241.094 -65.783 130.497 -34.976 -4.514 2.3
117929 -32.255 -154.191 19830 240.566 -66.046 130.181 -34.757 -4.512 1.8
117979 -32.259 -154.19 19820 240.249 -66.198 129.998 -34.628 -4.511 359.1
118051 -32.263 -154.19 19808 239.792 -66.416 129.736 -34.442 -4.510 3.9
118121 -32.267 -154.189 19799 239.340 -66.628 129.481 -34.261 -4.509 19.7
118151 -32.27 -154.188 19793 239.140 -66.718 129.373 -34.182 -4.508 19.7
118243 -32.274 -154.187 19774 238.534 -66.994 129.041 -33.943 -4.506 21.9
118294 -32.278 -154.185 19745 238.187 -67.146 128.857 -33.808 -4.503 21.7
118365 -32.282 -154.184 19727 237.703 -67.357 128.603 -33.622 -4.501 21.7
118487 -32.29 -154.179 19708 236.846 -67.718 128.168 -33.297 -4.498 25
118610 -32.296 -154.172 19661 235.958 -68.081 127.730 -32.968 -4.493 35.6
118681 -32.299 -154.169 19623 235.437 -68.288 127.479 -32.778 -4.489 33.4
118751 -32.305 -154.162 19616 234.902 -68.492 127.231 -32.586 -4.488 16.9
118802 -32.308 -154.159 19602 234.513 -68.639 127.053 -32.447 -4.486 346.7
118873 -32.313 -154.154 19583 233.960 -68.842 126.805 -32.253 -4.484 340.1
118925 -32.318 -154.149 19573 233.544 -68.990 126.623 -32.109 -4.483 341.2
118998 -32.322 -154.145 19575 232.963 -69.197 126.371 -31.909 -4.483 340.3
119048 -32.327 -154.14 19557 232.551 -69.337 126.198 -31.770 -4.481 330.2
119119 -32.332 -154.135 19524 231.965 -69.535 125.954 -31.573 -4.477 332.4
119189 -32.336 -154.133 19497 231.385 -69.728 125.716 -31.382 -4.474 336.6
119260 -32.341 -154.129 19473 230.782 -69.922 125.475 -31.185 -4.472 337.7
119321 -32.346 -154.125 19443 230.252 -70.087 125.269 -31.015 -4.468 333.9
119391 -32.352 -154.121 19415 229.636 -70.275 125.034 -30.819 -4.465 261.1
119441 -32.358 -154.119 19390 229.187 -70.406 124.869 -30.678 -4.462 202.3
119492 -32.362 -154.117 19350 228.729 -70.540 124.699 -30.536 -4.457 227
119562 -32.368 -154.115 19309 228.091 -70.722 124.468 -30.340 -4.453 276.6
119612 -32.374 -154.114 19298 227.626 -70.849 124.305 -30.199 -4.451 276.7
119684 -32.379 -154.113 19293 226.955 -71.032 124.070 -29.998 -4.451 278.3
119734 -32.383 -154.113 19269 226.483 -71.158 123.908 -29.859 -4.448 281.9
119805 -32.389 -154.112 19226 225.801 -71.334 123.678 -29.659 -4.443 309.3
119875 -32.395 -154.112 19180 225.118 -71.506 123.454 -29.463 -4.438 317.1
119926 -32.399 -154.112 19132 224.615 -71.630 123.290 -29.319 -4.432 332.1
119996 -32.404 -154.112 19126 223.914 -71.798 123.067 -29.122 -4.432 347.8
120047 -32.408 -154.112 19135 223.396 -71.919 122.905 -28.978 -4.433 357.5
120097 -32.411 -154.111 19123 222.882 -72.038 122.745 -28.837 -4.431 353.3
120168 -32.415 -154.111 19112 222.144 -72.204 122.520 -28.636 -4.430 343.8
120219 -32.419 -154.11 19095 221.602 -72.321 122.359 -28.491 -4.428 343.8
120310 -32.424 -154.107 19084 220.620 -72.530 122.071 -28.231 -4.427 339.2
120406 -32.428 -154.105 19055 219.567 -72.746 121.769 -27.957 -4.423 344.6
120509 -32.436 -154.099 19030 218.392 -72.971 121.446 -27.657 -4.421 340.8
120632 -32.443 -154.093 18988 216.960 -73.233 121.062 -27.301 -4.416 346.6
120703 -32.447 -154.089 18943 216.114 -73.380 120.842 -27.094 -4.410 345.8
120774 -32.449 -154.087 18910 215.263 -73.526 120.623 -26.889 -4.407 347.1
120826 -32.453 -154.083 18872 214.620 -73.629 120.462 -26.735 -4.402 347.1
120928 -32.46 -154.077 18830 213.342 -73.827 120.150 -26.435 -4.397 349.1
120999 -32.463 -154.074 18781 212.444 -73.961 119.933 -26.227 -4.392 307.9
121071 -32.466 -154.073 18714 211.524 -74.094 119.716 -26.018 -4.384 307.9
121143 -32.469 -154.071 18710 210.588 -74.223 119.499 -25.807 -4.383 339.6
121225 -32.474 -154.067 18713 209.496 -74.365 119.253 -25.564 -4.384 340
121291 -32.475 -154.066 18705 208.616 -74.477 119.056 -25.372 -4.383 350.2
121347 -32.477 -154.064 18649 207.855 -74.569 118.889 -25.207 -4.376 350.2
121413 -32.479 -154.062 18595 206.949 -74.675 118.693 -25.012 -4.370 32.6
121463 -32.48 -154.058 18617 206.248 -74.755 118.543 -24.863 -4.372 32.6
121535 -32.48 -154.054 18642 205.234 -74.866 118.328 -24.650 -4.375 102.6
121585 -32.481 -154.051 18600 204.519 -74.940 118.180 -24.500 -4.370 102.6
121635 -32.482 -154.048 18545 203.799 -75.013 118.032 -24.351 -4.364 140
121687 -32.482 -154.043 18520 203.037 -75.087 117.877 -24.195 -4.361 163
121758 -32.484 -154.036 18508 201.983 -75.183 117.666 -23.980 -4.360 208.6
121804 -32.484 -154.032 18483 201.297 -75.244 117.531 -23.842 -4.357 258
121875 -32.485 -154.027 18425 200.230 -75.333 117.323 -23.628 -4.350 262.1
121971 -32.488 -154.014 18386 198.745 -75.447 117.039 -23.333 -4.345 296.6
122023 -32.49 -154.009 18374 197.939 -75.504 116.888 -23.174 -4.344 358.2
122074 -32.493 -154.001 18343 197.130 -75.557 116.738 -23.016 -4.340 42.3
122125 -32.495 -153.996 18293 196.327 -75.608 116.590 -22.859 -4.334 42.3
122177 -32.498 -153.991 18263 195.503 -75.657 116.440 -22.700 -4.331 17.4
122248 -32.502 -153.983 18241 194.366 -75.719 116.236 -22.480 -4.328 4.1
122299 -32.507 -153.976 18213 193.536 -75.759 116.089 -22.320 -4.325 79.3
122371 -32.51 -153.971 18177 192.380 -75.814 115.884 -22.100 -4.321 79.4
122442 -32.515 -153.963 18134 191.219 -75.862 115.682 -21.879 -4.315 79.8
122493 -32.521 -153.955 18086 190.371 -75.891 115.537 -21.718 -4.310 79.8
