name,time,metric1,metric2,value1,value2
TriggerRate,1713001959000000000,num,null,114,null
TriggerRate,1713002019000000000,num,null,118,null
TriggerRate,1713002079000000000,num,null,118,null
TriggerRate,1713002139000000000,num,null,111,null
TriggerRate,1713002199000000000,num,null,111,null
TriggerRate,1713002259000000000,num,null,116,null
TriggerRate,1713002319000000000,num,null,116,null
TriggerRate,1713002379000000000,num,null,115,null
TriggerRate,1713002439000000000,num,null,115,null
TriggerRate,1713002499000000000,num,null,110,null
TriggerRate,1713002559000000000,num,null,110,null
TriggerRate,1713002619000000000,num,null,111,null
TriggerRate,1713002679000000000,num,null,111,null
TriggerRate,1713002739000000000,num,null,114,null
TriggerRate,1713002799000000000,num,null,114,null
TriggerRate,1713002859000000000,num,null,110,null
TriggerRate,1713002919000000000,num,null,110,null
TriggerRate,1713002979000000000,num,null,116,null
TriggerRate,1713003039000000000,num,null,116,null
TriggerRate,1713003099000000000,num,null,115,null
TriggerRate,1713003159000000000,num,null,115,null
TriggerRate,1713003219000000000,num,null,109,null
TriggerRate,1713003279000000000,num,null,109,null
TriggerRate,1713003339000000000,num,null,115,null
TriggerRate,1713003399000000000,num,null,115,null
TriggerRate,1713003459000000000,num,null,117,null
TriggerRate,1713003519000000000,num,null,117,null
TriggerRate,1713003579000000000,num,null,116,null
TriggerRate,1713003609000000000,num,null,50,null
TriggerRate,1713061181000000000,num,null,0,null
TriggerRate,1713061241000000000,num,null,0,null
TriggerRate,1713061361000000000,num,null,0,null
TriggerRate,1713061421000000000,num,null,0,null
TriggerRate,1713061451000000000,num,null,0,null
TriggerRate,1713061541000000000,num,null,0,null
TriggerRate,1713061601000000000,num,null,0,null
TriggerRate,1713061661000000000,num,null,120,null
TriggerRate,1713061721000000000,num,null,120,null
TriggerRate,1713061781000000000,num,null,102,null
TriggerRate,1713061841000000000,num,null,102,null
TriggerRate,1713061901000000000,num,null,102,null
TriggerRate,1713061961000000000,num,null,102,null
TriggerRate,1713062021000000000,num,null,102,null
TriggerRate,1713062081000000000,num,null,102,null
TriggerRate,1713062141000000000,num,null,102,null
TriggerRate,1713062201000000000,num,null,102,null
TriggerRate,1713062261000000000,num,null,102,null
TriggerRate,1713062321000000000,num,null,102,null
TriggerRate,1713062381000000000,num,null,102,null
TriggerRate,1713062441000000000,num,null,102,null
TriggerRate,1713062501000000000,num,null,102,null
TriggerRate,1713062561000000000,num,null,102,null
TriggerRate,1713062621000000000,num,null,102,null
TriggerRate,1713062681000000000,num,null,102,null
TriggerRate,1713062741000000000,num,null,102,null
TriggerRate,1713062771000000000,num,null,102,null
TriggerRate,1713062861000000000,num,null,92,null
TriggerRate,1713062921000000000,num,null,92,null
TriggerRate,1713062981000000000,num,null,92,null
TriggerRate,1713063041000000000,num,null,92,null
TriggerRate,1713063101000000000,num,null,92,null
TriggerRate,1713063161000000000,num,null,92,null
TriggerRate,1713063221000000000,num,null,92,null
TriggerRate,1713063281000000000,num,null,92,null
